8, 7873999, 500
16, 4297229, 500
32, 4839856, 500
64, 4963078, 500
128, 4942816, 500
256, 5003649, 500
512, 4865426, 500
1024, 4904931, 500
8, 6898927, 500
16, 4839855, 500
32, 4963008, 500
64, 4684121, 500
128, 5042809, 500
256, 4626201, 500
512, 4797514, 500
1024, 4862479, 500
8, 6791036, 500
16, 4981755, 500
32, 4726216, 500
64, 4805812, 500
128, 4841278, 500
256, 4869296, 500
512, 4811995, 500
1024, 4896145, 500
